Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
CoreCard Corporation,Technology,Software - Application,US,CCRD,46.0,81.0,80.0,52.0,37.0,30.0,60.0,81.0,49.0,48.0,59.0,54.0,65.0,17.0,22.0,19.0,22.0
eGain Corporation,Technology,Software - Application,US,EGAN,57.0,70.0,49.0,25.0,66.0,78.0,83.0,50.0,57.0,63.0,59.0,56.0,47.0,90.0,44.0,19.0,26.0
"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,US,ARC,89.0,93.0,80.0,73.0,60.0,93.0,83.0,93.0,95.0,95.0,98.0,99.0,98.0,98.0,94.0,95.0,82.0
"Desktop Metal, Inc.",Technology,Computer Hardware,US,DM,10.0,10.0,12.0,9.0,17.0,12.0,19.0,10.0,10.0,14.0,27.0,40.0,19.0,,,,
"eHealth, Inc.",Financial Services,Insurance - Brokers,US,EHTH,16.0,28.0,6.0,5.0,99.0,9.0,9.0,28.0,13.0,7.0,18.0,26.0,32.0,19.0,38.0,69.0,32.0
Dundee Corporation,Consumer Defensive,Agricultural Farm Products,CA,DC-A.TO,25.0,19.0,30.0,23.0,20.0,13.0,25.0,19.0,20.0,20.0,10.0,7.0,12.0,30.0,98.0,5.0,11.0
Mega Uranium Ltd.,Energy,Uranium,CA,MGA.TO,41.0,40.0,57.0,37.0,49.0,40.0,37.0,41.0,37.0,35.0,28.0,22.0,25.0,26.0,20.0,20.0,29.0
"Sensus Healthcare, Inc.",Healthcare,Medical - Devices,US,SRTS,50.0,29.0,84.0,91.0,9.0,92.0,55.0,30.0,41.0,40.0,33.0,25.0,19.0,22.0,28.0,28.0,27.0
Xtract One Technologies Inc.,Technology,Software - Application,CA,XTRA.TO,28.0,30.0,31.0,26.0,41.0,27.0,29.0,25.0,25.0,12.0,11.0,18.0,20.0,19.0,16.0,16.0,2.0
"B. Riley Financial, Inc.",Financial Services,Financial - Conglomerates,US,RILY,98.0,53.0,97.0,96.0,12.0,66.0,90.0,53.0,49.0,54.0,64.0,23.0,9.0,9.0,96.0,94.0,9.0
"Bridger Aerospace Group Holdings, Inc. Common Stock",Industrials,Security & Protection Services,US,BAER,71.0,21.0,96.0,27.0,13.0,82.0,71.0,20.0,26.0,16.0,11.0,,,,,,
First Mining Gold Corp.,Basic Materials,Gold,CA,FF.TO,19.0,17.0,18.0,19.0,19.0,21.0,19.0,17.0,15.0,18.0,16.0,20.0,20.0,21.0,25.0,17.0,33.0
"B. Riley Financial, Inc. - 6.37",Financial Services,Financial - Conglomerates,US,RILYM,98.0,53.0,97.0,8.0,37.0,93.0,13.0,53.0,9.0,99.0,98.0,94.0,45.0,45.0,92.0,84.0,18.0
"Taylor Devices, Inc.",Industrials,Industrial - Machinery,US,TAYD,59.0,72.0,26.0,81.0,38.0,89.0,79.0,71.0,70.0,88.0,93.0,71.0,32.0,19.0,52.0,61.0,50.0
Quest Resource Holding Corporation,Industrials,Waste Management,US,QRHC,24.0,36.0,42.0,34.0,30.0,17.0,42.0,36.0,36.0,51.0,70.0,72.0,89.0,20.0,12.0,44.0,21.0
Americas Gold and Silver Corporation,Basic Materials,Industrial Materials,CA,USA.TO,21.0,12.0,18.0,21.0,12.0,24.0,19.0,12.0,18.0,3.0,16.0,43.0,17.0,17.0,25.0,3.0,18.0
Israel Acquisitions Corp,Financial Services,Shell Companies,US,ISRL,49.0,41.0,56.0,52.0,61.0,45.0,43.0,42.0,48.0,44.0,53.0,68.0,61.0,47.0,33.0,43.0,41.0
Bridgemarq Real Estate Services Inc.,Real Estate,Real Estate - Services,CA,BRE.TO,87.0,81.0,66.0,95.0,74.0,68.0,81.0,82.0,85.0,82.0,86.0,88.0,61.0,78.0,77.0,45.0,86.0
Western Forest Products Inc.,Basic Materials,"Paper, Lumber & Forest Products",CA,WEF.TO,13.0,13.0,51.0,71.0,7.0,14.0,13.0,13.0,22.0,97.0,85.0,22.0,54.0,84.0,85.0,58.0,58.0
"1stdibs.Com, Inc.",Consumer Cyclical,Specialty Retail,US,DIBS,26.0,27.0,37.0,29.0,35.0,31.0,29.0,27.0,22.0,36.0,37.0,30.0,40.0,,,,
"Complete Solaria, Inc.",Energy,Solar,US,CSLR,14.0,4.0,12.0,23.0,6.0,8.0,2.0,4.0,23.0,25.0,27.0,,,,,,
"Qurate Retail, Inc.",Consumer Cyclical,Specialty Retail,US,QRTEA,99.0,100.0,12.0,100.0,26.0,99.0,99.0,100.0,19.0,96.0,97.0,96.0,86.0,94.0,96.0,87.0,92.0
"Puma Biotechnology, Inc.",Healthcare,Biotechnology,US,PBYI,95.0,72.0,92.0,53.0,91.0,87.0,94.0,73.0,24.0,92.0,23.0,75.0,28.0,20.0,12.0,22.0,32.0
Sierra Metals Inc.,Basic Materials,Industrial Materials,CA,SMT.TO,42.0,51.0,25.0,20.0,89.0,81.0,15.0,52.0,5.0,45.0,67.0,23.0,61.0,43.0,78.0,23.0,86.0
Spectral Medical Inc.,Healthcare,Medical - Diagnostics & Research,CA,EDT.TO,29.0,26.0,28.0,29.0,39.0,30.0,23.0,26.0,27.0,13.0,36.0,31.0,27.0,24.0,10.0,22.0,11.0
Quipt Home Medical Corp.,Healthcare,Medical - Devices,US,QIPT.TO,97.0,92.0,87.0,76.0,92.0,88.0,89.0,92.0,84.0,76.0,82.0,86.0,94.0,11.0,11.0,8.0,14.0
Haivision Systems Inc.,Technology,Software - Infrastructure,CA,HAI.TO,79.0,85.0,74.0,53.0,93.0,49.0,89.0,85.0,29.0,47.0,59.0,50.0,47.0,43.0,,,
Kolibri Global Energy Inc. Common stock,Energy,Oil & Gas Exploration & Production,US,KGEI,44.0,24.0,65.0,55.0,90.0,20.0,17.0,24.0,25.0,74.0,71.0,67.0,20.0,11.0,54.0,,
PepGen Inc.,Healthcare,Biotechnology,US,PEPG,10.0,11.0,13.0,25.0,19.0,10.0,9.0,11.0,18.0,21.0,36.0,38.0,,,,,
Nouveau Monde Graphite Inc.,Basic Materials,Industrial Materials,CA,NMG,15.0,15.0,15.0,20.0,17.0,17.0,18.0,15.0,16.0,11.0,19.0,5.0,6.0,10.0,13.0,11.0,14.0
"Union Bankshares, Inc.",Financial Services,Banks - Regional,US,UNB,23.0,65.0,64.0,8.0,69.0,32.0,39.0,65.0,95.0,94.0,18.0,58.0,72.0,56.0,50.0,82.0,41.0
"Seer, Inc.",Healthcare,Biotechnology,US,SEER,13.0,9.0,10.0,12.0,12.0,12.0,9.0,9.0,18.0,28.0,35.0,37.0,37.0,,,,
PHX Minerals Inc.,Energy,Oil & Gas Exploration & Production,US,PHX,32.0,31.0,32.0,19.0,85.0,30.0,23.0,31.0,32.0,10.0,49.0,68.0,46.0,32.0,54.0,67.0,53.0
Gear Energy Ltd.,Energy,Oil & Gas Exploration & Production,CA,GXE.TO,92.0,79.0,87.0,82.0,76.0,84.0,72.0,79.0,86.0,83.0,95.0,90.0,31.0,18.0,76.0,99.0,3.0
"MainStreet Bancshares, Inc.",Financial Services,Banks - Regional,US,MNSB,42.0,88.0,22.0,39.0,74.0,72.0,88.0,88.0,85.0,97.0,83.0,81.0,83.0,69.0,83.0,73.0,82.0
"Acumen Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,ABOS,11.0,17.0,9.0,11.0,15.0,22.0,17.0,16.0,21.0,23.0,34.0,35.0,,,,,
Forsys Metals Corp.,Basic Materials,Industrial Materials,CA,FSY.TO,31.0,34.0,36.0,33.0,37.0,35.0,33.0,34.0,36.0,38.0,31.0,29.0,33.0,29.0,17.0,15.0,20.0
CSP Inc.,Technology,Information Technology Services,US,CSPI,78.0,63.0,65.0,60.0,77.0,96.0,34.0,63.0,76.0,68.0,42.0,19.0,83.0,90.0,96.0,7.0,60.0
"Sound Financial Bancorp, Inc.",Financial Services,Banks - Regional,US,SFBC,55.0,70.0,69.0,31.0,75.0,62.0,77.0,70.0,80.0,92.0,34.0,88.0,87.0,68.0,83.0,61.0,73.0
"Black Diamond Therapeutics, Inc.",Healthcare,Biotechnology,US,BDTX,14.0,9.0,19.0,43.0,13.0,12.0,10.0,9.0,4.0,3.0,22.0,31.0,33.0,34.0,,,
Sagimet Biosciences Inc.,Healthcare,Biotechnology,US,SGMT,15.0,12.0,7.0,18.0,22.0,15.0,26.0,11.0,30.0,24.0,27.0,28.0,,,,,
"SB Financial Group, Inc.",Financial Services,Banks - Regional,US,SBFG,72.0,86.0,49.0,69.0,71.0,88.0,94.0,87.0,93.0,84.0,89.0,91.0,81.0,78.0,93.0,50.0,78.0
"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto - Parts,US,MPAA,97.0,96.0,96.0,7.0,16.0,99.0,94.0,19.0,21.0,83.0,50.0,14.0,23.0,30.0,44.0,27.0,53.0
"Pro-Dex, Inc.",Healthcare,Medical - Instruments & Supplies,US,PDEX,61.0,76.0,62.0,66.0,95.0,45.0,49.0,71.0,34.0,20.0,73.0,59.0,76.0,89.0,40.0,16.0,21.0
"Affinity Bancshares, Inc.",Financial Services,Banks - Regional,US,AFBI,69.0,72.0,78.0,48.0,68.0,65.0,66.0,73.0,72.0,84.0,48.0,51.0,20.0,31.0,45.0,52.0,
Battery Future Acquisition Corp.,Financial Services,Shell Companies,US,BFAC,39.0,40.0,39.0,41.0,49.0,40.0,41.0,41.0,46.0,41.0,,,,,,,
"Verde Clean Fuels, Inc.",Utilities,Renewable Utilities,US,VGAS,23.0,8.0,7.0,12.0,10.0,11.0,13.0,8.0,41.0,37.0,41.0,,,,,,
"Enterprise Group, Inc.",Energy,Oil & Gas Equipment & Services,CA,E.TO,31.0,26.0,28.0,33.0,69.0,16.0,14.0,26.0,54.0,32.0,93.0,12.0,10.0,95.0,85.0,98.0,12.0
"Vaxart, Inc.",Healthcare,Biotechnology,US,VXRT,13.0,6.0,26.0,13.0,12.0,9.0,9.0,6.0,6.0,20.0,22.0,1.0,2.0,4.0,2.0,8.0,15.0
"Crexendo, Inc.",Communication Services,Telecommunications Services,US,CXDO,65.0,53.0,59.0,83.0,48.0,71.0,76.0,53.0,40.0,18.0,38.0,54.0,47.0,44.0,20.0,10.0,10.0
Great Ajax Corp.,Real Estate,REIT - Mortgage,US,AJX,90.0,13.0,96.0,97.0,16.0,13.0,15.0,13.0,50.0,25.0,21.0,23.0,41.0,25.0,28.0,18.0,35.0
Brightcove Inc.,Technology,Software - Application,US,BCOV,66.0,25.0,91.0,70.0,37.0,60.0,30.0,25.0,49.0,54.0,49.0,33.0,35.0,23.0,46.0,52.0,33.0
"374Water, Inc.",Industrials,Industrial - Pollution & Treatment Controls,US,SCWO,26.0,31.0,28.0,30.0,35.0,31.0,32.0,32.0,41.0,38.0,34.0,17.0,83.0,79.0,53.0,31.0,22.0
"Century Casinos, Inc.",Consumer Cyclical,"Gambling, Resorts & Casinos",US,CNTY,11.0,17.0,30.0,8.0,3.0,9.0,17.0,16.0,78.0,89.0,35.0,30.0,14.0,57.0,79.0,40.0,20.0
Bonterra Energy Corp.,Energy,Oil & Gas Exploration & Production,CA,BNE.TO,87.0,73.0,87.0,93.0,9.0,97.0,54.0,73.0,98.0,92.0,11.0,95.0,93.0,69.0,53.0,82.0,68.0
"TriSalus Life Sciences, Inc.",Healthcare,Medical - Devices,US,TLSI,13.0,8.0,13.0,12.0,20.0,10.0,2.0,8.0,25.0,21.0,37.0,,,,,,
"Inhibikase Therapeutics, Inc.",Healthcare,Biotechnology,US,IKT,22.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,31.0,38.0,45.0,38.0,36.0,,
Dream Residential Real Estate Investment Trust,Real Estate,REIT - Residential,CA,DRR-U.TO,92.0,96.0,88.0,87.0,88.0,93.0,92.0,96.0,92.0,44.0,,,,,,,
Northern Technologies International Corporation,Basic Materials,Chemicals - Specialty,US,NTIC,49.0,42.0,27.0,50.0,71.0,75.0,58.0,50.0,44.0,34.0,66.0,64.0,39.0,73.0,46.0,26.0,30.0
Journey Energy Inc.,Energy,Oil & Gas Exploration & Production,CA,JOY.TO,73.0,77.0,30.0,75.0,26.0,89.0,62.0,78.0,54.0,97.0,97.0,86.0,12.0,6.0,24.0,87.0,2.0
"Candel Therapeutics, Inc.",Healthcare,Biotechnology,US,CADL,18.0,7.0,23.0,23.0,8.0,7.0,3.0,6.0,8.0,18.0,22.0,29.0,,,,,
Finward Bancorp,Financial Services,Banks - Regional,US,FNWD,32.0,94.0,23.0,58.0,43.0,36.0,87.0,94.0,80.0,80.0,87.0,67.0,76.0,84.0,79.0,83.0,91.0
"Everspin Technologies, Inc.",Technology,Semiconductors,US,MRAM,54.0,69.0,70.0,63.0,35.0,56.0,65.0,70.0,71.0,63.0,25.0,17.0,13.0,8.0,4.0,8.0,10.0
"Lument Finance Trust, Inc.",Real Estate,REIT - Mortgage,US,LFT,94.0,94.0,67.0,89.0,95.0,92.0,87.0,94.0,91.0,90.0,88.0,85.0,1.0,69.0,52.0,26.0,95.0
ShoulderUp Technology Acquisition Corp.,Financial Services,Shell Companies,US,SUAC,37.0,38.0,36.0,43.0,48.0,37.0,36.0,38.0,45.0,44.0,,,,,,,
"Eagle Bancorp Montana, Inc.",Financial Services,Banks - Regional,US,EBMT,86.0,33.0,92.0,85.0,42.0,70.0,14.0,33.0,93.0,96.0,12.0,20.0,75.0,95.0,90.0,83.0,96.0
"Telomir Pharmaceuticals, Inc. Common Stock",Healthcare,Biotechnology,US,TELO,31.0,36.0,35.0,33.0,36.0,37.0,33.0,37.0,46.0,43.0,,,,,,,
Dorel Industries Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CA,DII-B.TO,80.0,98.0,40.0,35.0,22.0,82.0,91.0,98.0,4.0,30.0,94.0,97.0,89.0,38.0,92.0,55.0,61.0
Epsilon Energy Ltd.,Energy,Oil & Gas Exploration & Production,US,EPSN,20.0,40.0,44.0,24.0,9.0,56.0,62.0,41.0,92.0,85.0,77.0,48.0,72.0,31.0,87.0,79.0,92.0
Ohio Valley Banc Corp.,Financial Services,Banks - Regional,US,OVBC,89.0,91.0,88.0,88.0,54.0,88.0,85.0,91.0,83.0,79.0,74.0,65.0,81.0,78.0,85.0,80.0,89.0
Canacol Energy Ltd,Energy,Oil & Gas Exploration & Production,CA,CNE.TO,72.0,12.0,40.0,99.0,98.0,6.0,97.0,12.0,97.0,90.0,90.0,75.0,64.0,42.0,58.0,8.0,30.0
"Innovative Solutions and Support, Inc.",Industrials,Aerospace & Defense,US,ISSC,63.0,47.0,51.0,45.0,84.0,54.0,33.0,48.0,63.0,62.0,50.0,54.0,18.0,88.0,70.0,50.0,31.0
Athena Technology Acquisition Corp. II,Financial Services,Shell Companies,US,ATEK,35.0,40.0,31.0,41.0,50.0,42.0,41.0,41.0,44.0,43.0,,,,,,,
ACRES Commercial Realty Corp.,Real Estate,REIT - Mortgage,US,ACR,94.0,99.0,90.0,94.0,86.0,96.0,98.0,99.0,98.0,97.0,94.0,89.0,92.0,99.0,95.0,95.0,12.0
"Cibus, Inc.",Healthcare,Biotechnology,US,CBUS,9.0,16.0,3.0,14.0,25.0,18.0,16.0,15.0,1.0,8.0,6.0,13.0,21.0,28.0,19.0,28.0,
Hercules Metals Corp.,Basic Materials,Silver,CA,BIG.V,24.0,29.0,25.0,36.0,31.0,12.0,26.0,30.0,26.0,11.0,12.0,18.0,14.0,,,,
Marblegate Acquisition Corp.,Financial Services,Shell Companies,US,GATE,37.0,36.0,37.0,40.0,44.0,40.0,40.0,36.0,46.0,41.0,41.0,,,,,,
"OFS Credit Company, Inc.",Financial Services,Asset Management,US,OCCI,40.0,13.0,40.0,43.0,51.0,43.0,43.0,13.0,19.0,1.0,82.0,4.0,100.0,,,,
Duluth Holdings Inc.,Consumer Cyclical,Apparel - Retail,US,DLTH,47.0,29.0,94.0,6.0,99.0,6.0,57.0,22.0,90.0,81.0,16.0,28.0,29.0,32.0,44.0,57.0,54.0
"ECB Bancorp, Inc.",Financial Services,Banks - Regional,US,ECBK,58.0,67.0,44.0,72.0,44.0,74.0,47.0,68.0,69.0,65.0,57.0,,,,,,
WonderFi Technologies Inc.,Technology,Software - Application,CA,WNDR.TO,29.0,24.0,75.0,12.0,13.0,8.0,43.0,23.0,12.0,17.0,26.0,16.0,,,,,
"Coherus BioSciences, Inc.",Healthcare,Biotechnology,US,CHRS,12.0,9.0,3.0,99.0,7.0,23.0,8.0,9.0,11.0,30.0,84.0,48.0,9.0,4.0,9.0,15.0,11.0
"Cardiff Oncology, Inc.",Healthcare,Biotechnology,US,CRDF,15.0,10.0,13.0,12.0,26.0,11.0,9.0,10.0,9.0,19.0,24.0,1.0,2.0,1.0,4.0,12.0,13.0
"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,BSET,37.0,46.0,31.0,83.0,15.0,83.0,26.0,46.0,23.0,55.0,91.0,24.0,63.0,67.0,67.0,67.0,72.0
Repare Therapeutics Inc.,Healthcare,Biotechnology,CA,RPTX,10.0,12.0,7.0,6.0,94.0,13.0,15.0,11.0,47.0,17.0,36.0,31.0,30.0,31.0,,,
"Lifetime Brands, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,LCUT,96.0,98.0,9.0,92.0,90.0,99.0,11.0,98.0,86.0,82.0,86.0,92.0,69.0,64.0,86.0,95.0,35.0
"Frequency Electronics, Inc.",Technology,Communication Equipment,US,FEIM,73.0,75.0,29.0,94.0,90.0,37.0,19.0,45.0,59.0,85.0,26.0,28.0,59.0,31.0,32.0,30.0,30.0
U.S. GoldMining Inc.,Basic Materials,Industrial Materials,US,USGO,28.0,24.0,22.0,23.0,42.0,25.0,21.0,24.0,41.0,39.0,37.0,,,,,,
"Landmark Bancorp, Inc.",Financial Services,Banks - Regional,US,LARK,87.0,83.0,93.0,75.0,84.0,38.0,90.0,83.0,93.0,94.0,86.0,78.0,95.0,45.0,94.0,73.0,84.0
Touchstone Exploration Inc.,Energy,Oil & Gas Exploration & Production,CA,TXP.TO,18.0,31.0,50.0,30.0,21.0,14.0,45.0,31.0,35.0,19.0,22.0,15.0,5.0,5.0,98.0,4.0,1.0
"Seres Therapeutics, Inc.",Healthcare,Biotechnology,US,MCRB,7.0,8.0,7.0,4.0,4.0,5.0,6.0,7.0,11.0,40.0,23.0,6.0,8.0,9.0,68.0,23.0,35.0
"Pyxis Oncology, Inc.",Healthcare,Biotechnology,US,PYXS,11.0,5.0,16.0,31.0,13.0,7.0,6.0,5.0,2.0,18.0,28.0,37.0,,,,,
Nikola Corporation,Industrials,Agricultural - Machinery,US,NKLA,2.0,6.0,3.0,3.0,12.0,9.0,13.0,6.0,6.0,16.0,26.0,25.0,29.0,34.0,,,
PyroGenesis Canada Inc.,Industrials,Industrial - Machinery,CA,PYR.TO,30.0,20.0,66.0,22.0,31.0,24.0,36.0,20.0,31.0,29.0,38.0,21.0,21.0,21.0,16.0,12.0,10.0
"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,US,CDTX,6.0,13.0,3.0,0.0,14.0,7.0,28.0,13.0,9.0,5.0,3.0,9.0,3.0,4.0,8.0,16.0,3.0
"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,US,AOUT,75.0,93.0,19.0,98.0,96.0,14.0,80.0,95.0,23.0,78.0,55.0,45.0,86.0,39.0,,,
"Perma-Pipe International Holdings, Inc.",Industrials,Construction,US,PPIH,72.0,67.0,65.0,34.0,95.0,87.0,17.0,24.0,31.0,29.0,55.0,69.0,22.0,15.0,11.0,24.0,58.0
Kewaunee Scientific Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,KEQU,72.0,89.0,34.0,46.0,97.0,33.0,97.0,19.0,16.0,27.0,68.0,28.0,38.0,93.0,88.0,34.0,93.0
American Well Corporation,Healthcare,Medical - Healthcare Information Services,US,AMWL,6.0,12.0,6.0,4.0,4.0,12.0,10.0,12.0,15.0,19.0,23.0,18.0,20.0,,,,
"Vigil Neuroscience, Inc.",Healthcare,Biotechnology,US,VIGL,12.0,9.0,77.0,14.0,8.0,10.0,13.0,9.0,20.0,0.0,31.0,,,,,,
Trinseo PLC,Basic Materials,Chemicals - Specialty,US,TSE,7.0,96.0,27.0,2.0,2.0,69.0,88.0,96.0,24.0,92.0,77.0,91.0,88.0,82.0,86.0,93.0,52.0
"Ventyx Biosciences, Inc.",Healthcare,Biotechnology,US,VTYX,6.0,5.0,7.0,9.0,9.0,3.0,29.0,5.0,32.0,28.0,36.0,39.0,,,,,
International Tower Hill Mines Ltd.,Basic Materials,Gold,CA,ITH.TO,32.0,35.0,35.0,32.0,45.0,36.0,35.0,35.0,36.0,29.0,32.0,26.0,27.0,18.0,15.0,9.0,13.0
Ultralife Corporation,Industrials,Electrical Equipment & Parts,US,ULBI,86.0,40.0,75.0,90.0,46.0,61.0,34.0,40.0,34.0,52.0,90.0,19.0,71.0,72.0,82.0,66.0,59.0
"Outlook Therapeutics, Inc.",Healthcare,Biotechnology,US,OTLK,10.0,7.0,11.0,10.0,10.0,6.0,24.0,7.0,17.0,13.0,3.0,2.0,10.0,4.0,3.0,4.0,13.0
Borealis Foods Inc.,Consumer Defensive,Packaged Foods,CA,BRLS,26.0,34.0,40.0,43.0,14.0,37.0,33.0,34.0,24.0,16.0,,,,,,,
DLH Holdings Corp.,Industrials,Specialty Business Services,US,DLHC,95.0,93.0,76.0,79.0,81.0,94.0,88.0,94.0,49.0,97.0,92.0,97.0,93.0,81.0,89.0,73.0,85.0
RCF Acquisition Corp.,Financial Services,Shell Companies,US,RCFA,34.0,37.0,38.0,41.0,38.0,35.0,36.0,38.0,45.0,40.0,,,,,,,
Drilling Tools International Corp.,Energy,Oil & Gas Equipment & Services,US,DTI,24.0,14.0,65.0,18.0,26.0,34.0,14.0,14.0,35.0,27.0,,,,,,,
William Penn Bancorporation,Financial Services,Banks - Regional,US,WMPN,40.0,43.0,39.0,42.0,45.0,47.0,46.0,58.0,57.0,39.0,37.0,50.0,50.0,58.0,41.0,43.0,47.0
Pulse Seismic Inc.,Energy,Oil & Gas Equipment & Services,CA,PSD.TO,91.0,96.0,71.0,34.0,96.0,91.0,95.0,96.0,85.0,96.0,70.0,5.0,26.0,96.0,66.0,84.0,95.0
"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,US,ADVM,9.0,5.0,10.0,10.0,11.0,5.0,7.0,5.0,2.0,2.0,15.0,18.0,29.0,26.0,23.0,31.0,39.0
Medicenna Therapeutics Corp.,Healthcare,Biotechnology,CA,MDNA.TO,22.0,22.0,28.0,22.0,9.0,9.0,14.0,17.0,15.0,24.0,17.0,6.0,12.0,12.0,19.0,29.0,32.0
"BuzzFeed, Inc.",Communication Services,Internet Content & Information,US,BZFD,24.0,9.0,98.0,9.0,5.0,7.0,79.0,9.0,15.0,32.0,54.0,22.0,22.0,,,,
Massimo Group Common Stock,Consumer Cyclical,Auto - Recreational Vehicles,US,MAMO,48.0,77.0,76.0,20.0,41.0,85.0,73.0,78.0,48.0,37.0,,,,,,,
Skillsoft Corp.,Consumer Defensive,Education & Training Services,US,SKIL,23.0,22.0,11.0,99.0,92.0,13.0,10.0,23.0,67.0,42.0,20.0,,,,,,
Postmedia Network Canada Corp.,Communication Services,Publishing,CA,PNC-B.TO,19.0,23.0,40.0,23.0,61.0,22.0,18.0,20.0,22.0,93.0,94.0,48.0,93.0,3.0,0.0,100.0,100.0
Atlas Lithium Corporation,Basic Materials,Other Precious Metals,US,ATLX,0.0,33.0,0.0,12.0,17.0,22.0,25.0,33.0,23.0,22.0,19.0,19.0,12.0,2.0,1.0,0.0,0.0
"Rani Therapeutics Holdings, Inc.",Healthcare,Biotechnology,US,RANI,14.0,9.0,10.0,13.0,10.0,9.0,5.0,8.0,13.0,18.0,18.0,15.0,,,,,
"Manitex International, Inc.",Industrials,Agricultural - Machinery,US,MNTX,42.0,35.0,34.0,81.0,44.0,40.0,64.0,35.0,15.0,68.0,82.0,48.0,38.0,67.0,23.0,74.0,32.0
"GoHealth, Inc.",Financial Services,Insurance - Brokers,US,GOCO,77.0,99.0,8.0,3.0,96.0,100.0,71.0,99.0,98.0,2.0,13.0,37.0,40.0,,,,
Goodfellow Inc.,Basic Materials,"Paper, Lumber & Forest Products",CA,GDL.TO,25.0,97.0,95.0,9.0,5.0,98.0,99.0,97.0,93.0,98.0,90.0,97.0,94.0,99.0,4.0,39.0,26.0
"Profire Energy, Inc.",Energy,Oil & Gas Equipment & Services,US,PFIE,50.0,71.0,36.0,83.0,22.0,87.0,48.0,72.0,46.0,49.0,26.0,64.0,66.0,81.0,52.0,91.0,20.0
"Gulf Island Fabrication, Inc.",Industrials,Manufacturing - Metal Fabrication,US,GIFI,91.0,69.0,84.0,75.0,89.0,94.0,74.0,69.0,22.0,4.0,3.0,14.0,12.0,8.0,59.0,51.0,48.0
Satellogic Inc.,Technology,"Hardware, Equipment & Parts",US,SATL,12.0,12.0,10.0,13.0,11.0,11.0,6.0,12.0,12.0,8.0,3.0,27.0,,,,,
Troilus Gold Corp.,Basic Materials,Industrial Materials,CA,TLG.TO,17.0,18.0,15.0,44.0,15.0,13.0,29.0,14.0,10.0,4.0,11.0,5.0,9.0,39.0,4.0,2.0,5.0
Zentek Ltd.,Healthcare,Medical - Instruments & Supplies,CA,ZTEK,31.0,31.0,40.0,34.0,38.0,31.0,29.0,28.0,36.0,38.0,20.0,25.0,28.0,23.0,21.0,27.0,21.0
"FiscalNote Holdings, Inc.",Technology,Information Technology Services,US,NOTE,19.0,14.0,17.0,23.0,62.0,22.0,18.0,14.0,18.0,7.0,14.0,32.0,,,,,
SuRo Capital Corp.,Financial Services,Asset Management,US,SSSS,100.0,51.0,100.0,31.0,32.0,2.0,100.0,52.0,5.0,99.0,16.0,96.0,92.0,99.0,18.0,99.0,6.0
"Riverview Bancorp, Inc.",Financial Services,Banks - Regional,US,RVSB,58.0,73.0,29.0,93.0,12.0,92.0,44.0,74.0,76.0,89.0,83.0,88.0,67.0,90.0,88.0,64.0,81.0
"Tilly's, Inc.",Consumer Cyclical,Apparel - Retail,US,TLYS,16.0,26.0,86.0,8.0,54.0,19.0,82.0,29.0,86.0,84.0,77.0,82.0,62.0,87.0,78.0,71.0,42.0
"WM Technology, Inc.",Technology,Software - Application,US,MAPS,96.0,91.0,96.0,96.0,81.0,95.0,84.0,92.0,13.0,64.0,62.0,45.0,96.0,96.0,,,
"TELA Bio, Inc.",Healthcare,Medical - Devices,US,TELA,12.0,15.0,10.0,13.0,11.0,15.0,22.0,15.0,17.0,12.0,12.0,11.0,10.0,9.0,,,
Titanium Transportation Group Inc.,Industrials,Integrated Freight & Logistics,CA,TTNM.TO,19.0,12.0,90.0,97.0,38.0,4.0,29.0,12.0,16.0,84.0,90.0,97.0,97.0,96.0,29.0,78.0,59.0
Plum Acquisition Corp. III,Financial Services,Shell Companies,US,PLMJ,36.0,40.0,37.0,42.0,45.0,41.0,43.0,41.0,45.0,41.0,,,,,,,
MultiPlan Corporation,Healthcare,Medical - Healthcare Information Services,US,MPLN,98.0,43.0,53.0,42.0,53.0,43.0,45.0,44.0,51.0,46.0,43.0,45.0,43.0,42.0,,,
CF Acquisition Corp. VII,Financial Services,Shell Companies,US,CFFS,40.0,47.0,40.0,43.0,51.0,43.0,51.0,48.0,43.0,43.0,42.0,,,,,,
"AstroNova, Inc.",Technology,Computer Hardware,US,ALOT,88.0,78.0,38.0,90.0,93.0,49.0,62.0,34.0,45.0,92.0,44.0,46.0,47.0,71.0,58.0,34.0,24.0
