Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
Virginia National Bankshares Corporation,Financial Services,Banks - Regional,US,VABK,78.0,91.0,79.0,23.0,28.0,38.0,86.0,91.0,86.0,68.0,85.0,79.0,86.0,86.0,84.0,73.0,64.0
"Zentalis Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,ZNTL,9.0,25.0,23.0,28.0,11.0,3.0,24.0,25.0,24.0,23.0,25.0,22.0,0.0,,,,
BRC Inc.,Consumer Defensive,Packaged Foods,US,BRCC,30.0,19.0,42.0,45.0,49.0,22.0,20.0,19.0,17.0,21.0,39.0,32.0,,,,,
Travelzoo,Communication Services,Advertising Agencies,US,TZOO,73.0,72.0,68.0,70.0,78.0,74.0,63.0,72.0,55.0,35.0,19.0,47.0,43.0,36.0,44.0,35.0,57.0
"LanzaTech Global, Inc.",Industrials,Waste Management,US,LNZA,12.0,8.0,5.0,9.0,7.0,13.0,9.0,8.0,8.0,8.0,7.0,,,,,,
FutureFuel Corp.,Basic Materials,Chemicals,US,FF,60.0,61.0,39.0,50.0,69.0,61.0,35.0,60.0,46.0,45.0,62.0,82.0,70.0,39.0,60.0,61.0,60.0
Bright Minds Biosciences Inc.,Healthcare,Biotechnology,CA,DRUG,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,,,,,
"BCB Bancorp, Inc.",Financial Services,Banks - Regional,US,BCBP,46.0,25.0,84.0,22.0,23.0,37.0,81.0,25.0,93.0,87.0,81.0,79.0,90.0,73.0,66.0,65.0,67.0
Braemar Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,US,BHR,81.0,73.0,94.0,69.0,81.0,64.0,59.0,72.0,66.0,60.0,19.0,64.0,68.0,67.0,64.0,68.0,70.0
Orion Office REIT Inc.,Real Estate,REIT - Office,US,ONL,92.0,94.0,88.0,90.0,93.0,91.0,93.0,93.0,91.0,96.0,97.0,97.0,96.0,,,,
Telesat Corporation,Technology,Communication Equipment,CA,TSAT.TO,98.0,99.0,98.0,94.0,95.0,94.0,96.0,99.0,92.0,97.0,97.0,97.0,95.0,95.0,96.0,95.0,95.0
First United Corporation,Financial Services,Banks - Regional,US,FUNC,46.0,25.0,85.0,25.0,26.0,50.0,78.0,25.0,86.0,81.0,80.0,76.0,80.0,80.0,80.0,91.0,80.0
Entravision Communications Corporation,Communication Services,Broadcasting,US,EVC,26.0,43.0,57.0,44.0,29.0,41.0,39.0,42.0,46.0,53.0,65.0,60.0,60.0,89.0,69.0,71.0,73.0
Prime Mining Corp.,Basic Materials,Industrial Materials,CA,PRYM.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,,,,,
"Angel Oak Mortgage, Inc.",Real Estate,REIT - Mortgage,US,AOMR,98.0,100.0,99.0,97.0,99.0,99.0,17.0,99.0,95.0,90.0,45.0,86.0,20.0,,,,
Medallion Financial Corp.,Financial Services,Financial - Credit Services,US,MFIN,94.0,87.0,97.0,90.0,92.0,95.0,83.0,86.0,92.0,91.0,14.0,47.0,48.0,97.0,97.0,96.0,96.0
"Inogen, Inc.",Healthcare,Medical - Devices,US,INGN,23.0,17.0,18.0,26.0,17.0,18.0,75.0,17.0,51.0,36.0,22.0,39.0,46.0,48.0,46.0,59.0,40.0
"RumbleON, Inc.",Consumer Cyclical,Auto - Dealerships,US,RMBL,28.0,22.0,41.0,47.0,44.0,26.0,19.0,22.0,40.0,23.0,22.0,19.0,14.0,7.0,18.0,17.0,15.0
"Healthcare Trust, Inc.",Real Estate,REIT - Healthcare Facilities,US,HTIA,20.0,75.0,44.0,10.0,76.0,70.0,71.0,75.0,68.0,69.0,71.0,72.0,72.0,70.0,74.0,82.0,13.0
"RE/MAX Holdings, Inc.",Real Estate,Real Estate - Services,US,RMAX,73.0,52.0,77.0,80.0,65.0,73.0,8.0,52.0,70.0,65.0,75.0,78.0,84.0,92.0,87.0,87.0,85.0
"Utah Medical Products, Inc.",Healthcare,Medical - Instruments & Supplies,US,UTMD,88.0,91.0,86.0,86.0,90.0,85.0,78.0,91.0,79.0,93.0,80.0,82.0,10.0,88.0,91.0,92.0,91.0
Lucara Diamond Corp.,Basic Materials,Other Precious Metals,CA,LUC.TO,70.0,81.0,76.0,89.0,81.0,46.0,84.0,80.0,81.0,85.0,60.0,83.0,77.0,87.0,92.0,91.0,95.0
"RGC Resources, Inc.",Utilities,Regulated Gas,US,RGCO,84.0,86.0,81.0,81.0,84.0,88.0,70.0,81.0,63.0,67.0,73.0,67.0,62.0,61.0,61.0,53.0,48.0
Stratus Properties Inc.,Real Estate,Real Estate - Diversified,US,STRS,33.0,11.0,15.0,16.0,70.0,17.0,12.0,11.0,17.0,14.0,19.0,69.0,53.0,48.0,47.0,56.0,61.0
Firm Capital Property Trust,Real Estate,REIT - Diversified,CA,FCD-UN.TO,91.0,91.0,97.0,92.0,92.0,92.0,91.0,91.0,88.0,86.0,92.0,90.0,85.0,84.0,85.0,87.0,87.0
"Newegg Commerce, Inc.",Consumer Cyclical,Specialty Retail,US,NEGG,27.0,23.0,20.0,21.0,23.0,24.0,22.0,23.0,23.0,35.0,36.0,31.0,3.0,5.0,9.0,3.0,100.0
"Hawthorn Bancshares, Inc.",Financial Services,Banks - Regional,US,HWBK,70.0,46.0,79.0,28.0,15.0,41.0,66.0,45.0,85.0,82.0,76.0,82.0,85.0,83.0,81.0,81.0,81.0
a.k.a. Brands Holding Corp.,Consumer Cyclical,Specialty Retail,US,AKA,32.0,18.0,38.0,43.0,26.0,27.0,12.0,19.0,37.0,41.0,57.0,45.0,,,,,
High Tide Inc.,Healthcare,Medical - Pharmaceuticals,CA,HITI,32.0,24.0,49.0,52.0,53.0,49.0,45.0,24.0,37.0,36.0,45.0,10.0,10.0,46.0,62.0,,
Erdene Resource Development Corporation,Basic Materials,Industrial Materials,CA,ERD.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
"Silvaco Group, Inc. Common Stock",Technology,Software - Application,US,SVCO,15.0,44.0,11.0,6.0,71.0,27.0,24.0,43.0,35.0,20.0,53.0,,,,,,
"Cedar Realty Trust, Inc.",Real Estate,REIT - Retail,US,CDR-PB,93.0,94.0,94.0,92.0,91.0,91.0,92.0,94.0,89.0,88.0,92.0,91.0,89.0,90.0,91.0,92.0,91.0
"HomeStreet, Inc.",Financial Services,Banks - Regional,US,HMST,27.0,25.0,16.0,43.0,18.0,24.0,39.0,25.0,92.0,89.0,83.0,51.0,72.0,71.0,71.0,65.0,67.0
iRobot Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,IRBT,21.0,15.0,41.0,13.0,13.0,19.0,14.0,15.0,18.0,36.0,55.0,49.0,51.0,46.0,45.0,48.0,46.0
"AFC Gamma, Inc.",Real Estate,REIT - Specialty,US,AFCG,81.0,87.0,23.0,96.0,87.0,79.0,17.0,87.0,90.0,90.0,98.0,,,,,,
"MicroVision, Inc.",Technology,"Hardware, Equipment & Parts",US,MVIS,8.0,4.0,1.0,4.0,3.0,9.0,3.0,4.0,1.0,3.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0
Rubellite Energy Inc.,Energy,Oil & Gas Exploration & Production,CA,RBY.TO,97.0,96.0,97.0,97.0,95.0,93.0,94.0,95.0,91.0,10.0,,,,,,,
Georgia Power Company 5% JR SUB NT 77,Utilities,Regulated Electric,US,GPJA,82.0,90.0,81.0,92.0,78.0,87.0,91.0,90.0,78.0,83.0,90.0,87.0,81.0,83.0,82.0,82.0,77.0
WildBrain Ltd.,Communication Services,Entertainment,CA,WILD.TO,32.0,23.0,72.0,11.0,76.0,76.0,72.0,74.0,66.0,68.0,71.0,68.0,65.0,69.0,70.0,97.0,63.0
Keen Vision Acquisition Corporation Ordinary Shares,Financial Services,Shell Companies,US,KVAC,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,,,,,,,
"TScan Therapeutics, Inc.",Healthcare,Biotechnology,US,TCRX,7.0,6.0,2.0,2.0,2.0,9.0,4.0,6.0,5.0,5.0,2.0,22.0,,,,,
"Escalade, Incorporated",Consumer Cyclical,Leisure,US,ESCA,51.0,54.0,60.0,53.0,51.0,53.0,48.0,53.0,46.0,49.0,56.0,39.0,42.0,43.0,46.0,48.0,56.0
"HireQuest, Inc.",Industrials,Staffing & Employment Services,US,HQI,61.0,81.0,15.0,86.0,83.0,92.0,80.0,81.0,87.0,93.0,89.0,71.0,30.0,32.0,28.0,28.0,36.0
"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,US,TRVI,2.0,25.0,23.0,28.0,29.0,3.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,18.0,,
"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,US,AMPX,11.0,6.0,8.0,6.0,6.0,10.0,6.0,6.0,6.0,6.0,8.0,,,,,,
Solid Biosciences Inc.,Healthcare,Biotechnology,US,SLDB,6.0,25.0,23.0,28.0,29.0,8.0,24.0,25.0,4.0,5.0,25.0,22.0,20.0,19.0,18.0,17.0,
"Sutro Biopharma, Inc.",Healthcare,Biotechnology,US,STRO,17.0,13.0,5.0,8.0,5.0,85.0,6.0,13.0,8.0,8.0,8.0,8.0,9.0,11.0,48.0,,
Arizona Metals Corp.,Basic Materials,Industrial Materials,CA,AMC.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,,,
"TrueBlue, Inc.",Industrials,Staffing & Employment Services,US,TBI,30.0,41.0,37.0,44.0,24.0,27.0,36.0,40.0,39.0,39.0,53.0,36.0,34.0,34.0,40.0,32.0,30.0
"First Financial Northwest, Inc.",Financial Services,Banks - Regional,US,FFNW,38.0,75.0,20.0,26.0,44.0,27.0,64.0,74.0,88.0,78.0,75.0,79.0,95.0,92.0,90.0,93.0,94.0
"The Children's Place, Inc.",Consumer Cyclical,Apparel - Retail,US,PLCE,27.0,23.0,47.0,21.0,21.0,24.0,53.0,43.0,61.0,21.0,50.0,47.0,51.0,49.0,41.0,40.0,45.0
"Orchestra BioMed Holdings, Inc.",Healthcare,Biotechnology,US,OBIO,6.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,100.0,6.0,,,,,,
Finance Of America Companies Inc.,Financial Services,Financial - Credit Services,US,FOA,99.0,25.0,99.0,98.0,97.0,99.0,99.0,25.0,22.0,18.0,78.0,45.0,17.0,17.0,,,
"Lexeo Therapeutics, Inc. Common Stock",Healthcare,Biotechnology,US,LXEO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,1.0,2.0,3.0,,,,,,
"ESSA Bancorp, Inc.",Financial Services,Banks - Regional,US,ESSA,70.0,70.0,66.0,24.0,25.0,69.0,80.0,83.0,81.0,75.0,76.0,74.0,87.0,83.0,83.0,87.0,87.0
GSR III Acquisition Corp.,Financial Services,Shell Companies,US,GSRTU,,,,,,,,,,,,,,,,,
"City Office REIT, Inc.",Real Estate,REIT - Office,US,CIO,92.0,92.0,89.0,90.0,91.0,90.0,90.0,92.0,87.0,90.0,93.0,91.0,96.0,92.0,91.0,85.0,88.0
"Corbus Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,US,CRBP,5.0,25.0,23.0,28.0,29.0,7.0,24.0,25.0,24.0,1.0,2.0,7.0,3.0,3.0,3.0,2.0,15.0
"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,US,AMTX,24.0,17.0,22.0,15.0,18.0,21.0,18.0,17.0,21.0,19.0,22.0,20.0,15.0,14.0,18.0,14.0,51.0
Dynacor Group Inc.,Basic Materials,Gold,CA,DNG.TO,54.0,56.0,56.0,59.0,60.0,53.0,50.0,56.0,50.0,52.0,54.0,50.0,46.0,46.0,43.0,46.0,52.0
"Aeva Technologies, Inc.",Consumer Cyclical,Auto - Parts,US,AEVA,6.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,18.0,,,
"Perspective Therapeutics, Inc.",Healthcare,Medical - Devices,US,CATX,3.0,3.0,23.0,28.0,29.0,4.0,5.0,3.0,8.0,11.0,14.0,12.0,9.0,7.0,7.0,7.0,6.0
Hooker Furnishings Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,HOFT,29.0,47.0,19.0,40.0,23.0,40.0,50.0,40.0,38.0,42.0,40.0,46.0,42.0,40.0,45.0,40.0,33.0
"Inhibrx Biosciences, Inc.",Healthcare,Biotechnology,US,INBX,100.0,1.0,23.0,100.0,29.0,3.0,0.0,1.0,2.0,4.0,4.0,5.0,5.0,6.0,6.0,,
"OnKure Therapeutics, Inc.",Healthcare,Biotechnology,US,OKUR,,,,,,,,,,,,,,,,,
First National Corporation,Financial Services,Banks - Regional,US,FXNC,58.0,25.0,58.0,25.0,28.0,34.0,76.0,25.0,82.0,73.0,77.0,78.0,85.0,83.0,81.0,68.0,89.0
XBiotech Inc.,Healthcare,Biotechnology,US,XBIT,7.0,25.0,23.0,28.0,29.0,9.0,24.0,25.0,5.0,9.0,13.0,22.0,20.0,19.0,18.0,17.0,15.0
"Climb Bio, Inc.",Healthcare,Biotechnology,US,CLYM,,,,,,,,,,,,,,,,,
"MacroGenics, Inc.",Healthcare,Biotechnology,US,MGNX,16.0,44.0,91.0,5.0,5.0,8.0,6.0,43.0,11.0,7.0,8.0,6.0,6.0,13.0,8.0,12.0,7.0
"Bakkt Holdings, Inc.",Technology,Software - Infrastructure,US,BKKT,26.0,18.0,18.0,21.0,24.0,21.0,23.0,18.0,100.0,6.0,12.0,100.0,,,,,
"Gores Holdings IX, Inc.",Financial Services,Shell Companies,US,GHIX,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,99.0,23.0,,,,,,,
"First Western Financial, Inc.",Financial Services,Banks - Regional,US,MYFW,43.0,25.0,60.0,27.0,29.0,36.0,65.0,25.0,100.0,72.0,81.0,60.0,74.0,67.0,62.0,,
"Alico, Inc.",Consumer Defensive,Agricultural Farm Products,US,ALCO,95.0,95.0,2.0,57.0,10.0,13.0,99.0,93.0,20.0,71.0,70.0,89.0,73.0,37.0,69.0,64.0,58.0
"Sera Prognostics, Inc.",Healthcare,Medical - Diagnostics & Research,US,SERA,2.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,
"Medifast, Inc.",Consumer Cyclical,Personal Products & Services,US,MED,36.0,61.0,42.0,22.0,50.0,47.0,54.0,60.0,52.0,56.0,58.0,53.0,53.0,51.0,42.0,43.0,43.0
"Richardson Electronics, Ltd.",Technology,"Hardware, Equipment & Parts",US,RELL,34.0,43.0,40.0,42.0,45.0,26.0,40.0,56.0,46.0,38.0,35.0,39.0,33.0,17.0,15.0,15.0,14.0
Launch Two Acquisition Corp.,Financial Services,Shell Companies,US,LPBBU,,,,,,,,,,,,,,,,,
"First Savings Financial Group, Inc.",Financial Services,Banks - Regional,US,FSFG,47.0,91.0,88.0,40.0,16.0,98.0,20.0,54.0,72.0,68.0,74.0,71.0,82.0,84.0,81.0,85.0,82.0
"Acrivon Therapeutics, Inc. Common Stock",Healthcare,Biotechnology,US,ACRV,4.0,25.0,23.0,28.0,29.0,5.0,24.0,25.0,24.0,23.0,25.0,,,,,,
"Provident Bancorp, Inc.",Financial Services,Banks - Regional,US,PVBC,27.0,25.0,46.0,49.0,22.0,40.0,71.0,25.0,16.0,77.0,77.0,77.0,83.0,85.0,83.0,73.0,77.0
"NN, Inc.",Industrials,Conglomerates,US,NNBR,38.0,44.0,54.0,50.0,49.0,41.0,47.0,43.0,41.0,45.0,41.0,52.0,46.0,39.0,56.0,42.0,46.0
"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,ENTA,12.0,8.0,7.0,9.0,8.0,11.0,8.0,8.0,9.0,9.0,14.0,62.0,81.0,67.0,77.0,95.0,80.0
Kolibri Global Energy Inc.,Energy,Oil & Gas Exploration & Production,US,KEI.TO,98.0,97.0,95.0,96.0,93.0,97.0,92.0,97.0,90.0,87.0,79.0,86.0,85.0,86.0,51.0,9.0,4.0
"Entergy Utility Group, Inc. 1ST MTG BD 66",Utilities,Regulated Electric,US,ENO,88.0,70.0,89.0,81.0,15.0,21.0,82.0,69.0,65.0,63.0,68.0,63.0,61.0,63.0,66.0,61.0,51.0
"AG Mortgage Investment Trust, Inc.",Real Estate,REIT - Mortgage,US,MITT,80.0,100.0,98.0,97.0,98.0,97.0,16.0,100.0,100.0,99.0,99.0,96.0,100.0,99.0,99.0,99.0,98.0
"Editas Medicine, Inc.",Healthcare,Biotechnology,US,EDIT,10.0,7.0,0.0,1.0,2.0,16.0,3.0,7.0,4.0,4.0,8.0,4.0,5.0,3.0,3.0,1.0,15.0
"National Bankshares, Inc.",Financial Services,Banks - Regional,US,NKSH,49.0,88.0,77.0,18.0,22.0,28.0,81.0,88.0,90.0,88.0,88.0,88.0,87.0,90.0,89.0,91.0,92.0
AMREP Corporation,Real Estate,Real Estate - Development,US,AXR,66.0,64.0,75.0,75.0,28.0,58.0,67.0,59.0,77.0,71.0,19.0,15.0,49.0,37.0,16.0,28.0,26.0
Vox Royalty Corp.,Basic Materials,Other Precious Metals,CA,VOXR.TO,83.0,89.0,84.0,84.0,86.0,89.0,92.0,89.0,56.0,21.0,2.0,22.0,20.0,,,,
"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,US,SPCE,5.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,11.0,1.0,,,
"Entergy Utility Group, Inc. 1ST MTG 5% 52",Utilities,Regulated Electric,US,ENJ,85.0,42.0,89.0,81.0,83.0,80.0,89.0,41.0,73.0,80.0,87.0,82.0,71.0,74.0,48.0,55.0,75.0
Seven Hills Realty Trust,Real Estate,REIT - Mortgage,US,SEVN,92.0,25.0,23.0,97.0,97.0,67.0,97.0,25.0,98.0,96.0,99.0,98.0,98.0,70.0,95.0,100.0,97.0
"Cardlytics, Inc.",Communication Services,Advertising Agencies,US,CDLX,15.0,14.0,7.0,15.0,16.0,27.0,21.0,14.0,15.0,16.0,16.0,18.0,13.0,14.0,18.0,8.0,
"Solid Power, Inc.",Industrials,Electrical Equipment & Parts,US,SLDP,10.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,4.0,5.0,5.0,,,,,
"Aviat Networks, Inc.",Technology,Communication Equipment,US,AVNW,34.0,50.0,16.0,51.0,47.0,55.0,46.0,54.0,47.0,46.0,38.0,32.0,29.0,26.0,13.0,15.0,12.0
Ellington Residential Mortgage REIT,Real Estate,REIT - Mortgage,US,EARN,99.0,3.0,23.0,99.0,99.0,99.0,63.0,3.0,11.0,100.0,97.0,97.0,5.0,100.0,99.0,98.0,97.0
Zura Bio Limited,Healthcare,Biotechnology,US,ZURA,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,,,,,,,
"Microvast Holdings, Inc.",Industrials,Electrical Equipment & Parts,US,MVST,21.0,15.0,74.0,10.0,15.0,20.0,14.0,15.0,12.0,9.0,19.0,11.0,12.0,,,,
"Sight Sciences, Inc.",Healthcare,Medical - Devices,US,SGHT,16.0,12.0,12.0,11.0,10.0,14.0,11.0,12.0,10.0,9.0,9.0,9.0,7.0,,,,
"Western New England Bancorp, Inc.",Financial Services,Banks - Regional,US,WNEB,62.0,80.0,60.0,25.0,26.0,60.0,75.0,79.0,85.0,81.0,73.0,75.0,91.0,91.0,85.0,89.0,90.0
First Community Corporation,Financial Services,Banks - Regional,US,FCCO,70.0,80.0,80.0,25.0,26.0,67.0,60.0,79.0,78.0,76.0,71.0,75.0,82.0,76.0,80.0,81.0,78.0
Thinkific Labs Inc.,Technology,Software - Application,CA,THNC.TO,28.0,18.0,23.0,41.0,21.0,22.0,23.0,18.0,14.0,12.0,21.0,39.0,40.0,,,,
"Entergy Mississippi, Inc. 1M BD 66",Utilities,Regulated Electric,US,EMP,86.0,87.0,91.0,86.0,83.0,80.0,89.0,87.0,73.0,80.0,87.0,82.0,71.0,74.0,48.0,55.0,75.0
Cardiol Therapeutics Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CA,CRDL.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,0.0,25.0,22.0,20.0,19.0,,,
Accuray Incorporated,Healthcare,Medical - Specialties,US,ARAY,33.0,42.0,38.0,48.0,23.0,25.0,40.0,40.0,35.0,41.0,38.0,31.0,19.0,17.0,17.0,14.0,13.0
"Compass Therapeutics, Inc.",Healthcare,Biotechnology,US,CMPX,7.0,25.0,23.0,3.0,29.0,7.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,,,,
SEACOR Marine Holdings Inc.,Industrials,Marine Shipping,US,SMHI,55.0,81.0,48.0,59.0,45.0,74.0,40.0,81.0,17.0,15.0,13.0,14.0,12.0,9.0,16.0,42.0,62.0
Laramide Resources Ltd.,Basic Materials,Industrial Materials,CA,LAM.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,2.0,5.0,0.0,5.0,15.0
Global Dividend Growth Split Corp.,Financial Services,Asset Management - Global,CA,GDV.TO,100.0,98.0,99.0,100.0,99.0,18.0,98.0,98.0,97.0,98.0,92.0,99.0,98.0,,,,
"GoPro, Inc.",Technology,Consumer Electronics,US,GPRO,24.0,21.0,22.0,15.0,14.0,27.0,24.0,21.0,39.0,49.0,23.0,34.0,17.0,14.0,11.0,32.0,52.0
Osisko Development Corp.,Basic Materials,Gold,CA,ODV,6.0,5.0,1.0,4.0,7.0,10.0,8.0,5.0,10.0,7.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
"Chegg, Inc.",Consumer Defensive,Education & Training Services,US,CHGG,15.0,77.0,8.0,6.0,65.0,68.0,19.0,77.0,71.0,50.0,67.0,60.0,38.0,18.0,14.0,17.0,28.0
"Babcock & Wilcox Enterprises, I",Technology,Consumer Electronics,US,BWSN,29.0,25.0,39.0,48.0,44.0,43.0,42.0,25.0,41.0,49.0,41.0,34.0,11.0,14.0,17.0,31.0,24.0
Faraday Copper Corp.,Basic Materials,Copper,CA,FDY.TO,1.0,25.0,23.0,1.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
SWK Holdings Corporation,Financial Services,Asset Management,US,SWKH,93.0,91.0,92.0,99.0,96.0,87.0,92.0,91.0,83.0,93.0,94.0,94.0,87.0,98.0,95.0,81.0,96.0
Nektar Therapeutics,Healthcare,Biotechnology,US,NKTR,13.0,7.0,8.0,8.0,8.0,12.0,9.0,7.0,7.0,5.0,7.0,5.0,91.0,15.0,9.0,14.0,14.0
"MSP Recovery, Inc.",Healthcare,Medical - Healthcare Information Services,US,LIFW,100.0,4.0,99.0,99.0,8.0,4.0,2.0,4.0,21.0,14.0,16.0,,,,,,
"PaySign, Inc.",Technology,Software - Infrastructure,US,PAYS,57.0,51.0,68.0,55.0,51.0,59.0,56.0,51.0,45.0,23.0,16.0,67.0,56.0,58.0,60.0,30.0,70.0
Arizona Sonoran Copper Company Inc.,Basic Materials,Copper,US,ASCU.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,,,,,
NeoVolta Inc.,Industrials,Electrical Equipment & Parts,US,NEOV,13.0,10.0,7.0,8.0,7.0,15.0,12.0,11.0,9.0,8.0,11.0,22.0,20.0,,,,
"LogicBio Therapeutics, Inc.",Healthcare,Biotechnology,US,LOGC,12.0,9.0,23.0,6.0,8.0,12.0,8.0,9.0,12.0,17.0,17.0,22.0,20.0,19.0,18.0,,
"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services,US,FET,45.0,48.0,44.0,56.0,58.0,48.0,46.0,48.0,42.0,23.0,14.0,41.0,33.0,54.0,13.0,36.0,60.0
Monroe Capital Corporation,Financial Services,Asset Management,US,MRCC,30.0,25.0,23.0,28.0,93.0,89.0,3.0,25.0,99.0,97.0,78.0,98.0,99.0,98.0,98.0,98.0,98.0
Inseego Corp.,Technology,Communication Equipment,US,INSG,39.0,21.0,53.0,57.0,50.0,26.0,13.0,21.0,19.0,19.0,36.0,21.0,18.0,27.0,14.0,14.0,13.0
Largo Inc.,Basic Materials,Industrial Materials,CA,LGO.TO,21.0,43.0,17.0,12.0,16.0,25.0,20.0,42.0,61.0,74.0,77.0,54.0,94.0,79.0,12.0,4.0,15.0
Andrew Peller Limited,Consumer Defensive,Beverages - Wineries & Distilleries,CA,ADW-A.TO,50.0,55.0,55.0,60.0,41.0,59.0,59.0,50.0,49.0,59.0,61.0,55.0,54.0,51.0,48.0,45.0,45.0
HF Foods Group Inc.,Consumer Defensive,Food Distribution,US,HFFG,36.0,44.0,39.0,44.0,44.0,47.0,36.0,43.0,34.0,41.0,36.0,34.0,33.0,33.0,28.0,,
VerticalScope Holdings Inc.,Communication Services,Internet Content & Information,CA,FORA.TO,83.0,81.0,85.0,86.0,81.0,86.0,82.0,80.0,67.0,65.0,87.0,85.0,81.0,,,,
Quarterhill Inc.,Technology,Communication Equipment,CA,QTRH.TO,27.0,22.0,23.0,45.0,27.0,40.0,42.0,22.0,68.0,37.0,68.0,74.0,13.0,85.0,90.0,93.0,91.0
"Caribou Biosciences, Inc.",Healthcare,Biotechnology,US,CRBU,7.0,7.0,3.0,4.0,3.0,6.0,11.0,7.0,5.0,4.0,6.0,4.0,,,,,
Oxford Square Capital Corp.,Financial Services,Asset Management,US,OXSQ,100.0,97.0,12.0,13.0,51.0,15.0,100.0,97.0,8.0,98.0,78.0,99.0,78.0,98.0,98.0,98.0,96.0
Petrus Resources Ltd.,Energy,Oil & Gas Exploration & Production,CA,PRQ.TO,98.0,97.0,98.0,96.0,94.0,93.0,91.0,97.0,89.0,92.0,91.0,92.0,86.0,87.0,74.0,77.0,98.0
Firan Technology Group Corporation,Industrials,Aerospace & Defense,CA,FTG.TO,59.0,66.0,63.0,67.0,61.0,61.0,57.0,66.0,46.0,46.0,57.0,56.0,46.0,40.0,41.0,57.0,34.0
"Forge Global Holdings, Inc.",Technology,Software - Application,US,FRGE,14.0,9.0,9.0,10.0,9.0,12.0,9.0,9.0,8.0,23.0,24.0,11.0,,,,,
"American Oncology Network, Inc.",Healthcare,Medical - Care Facilities,US,AONC,29.0,23.0,38.0,40.0,22.0,25.0,24.0,23.0,36.0,34.0,38.0,,,,,,
DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,US,DMAC,15.0,25.0,23.0,28.0,29.0,19.0,24.0,25.0,24.0,23.0,25.0,22.0,3.0,19.0,18.0,17.0,15.0
CF Bankshares Inc.,Financial Services,Banks - Regional,US,CFBK,54.0,25.0,98.0,24.0,24.0,36.0,85.0,25.0,95.0,84.0,87.0,81.0,90.0,86.0,85.0,80.0,70.0
"Babcock & Wilcox Enterprises, Inc.",Industrials,Industrial - Machinery,US,BW,29.0,25.0,39.0,48.0,44.0,43.0,42.0,25.0,41.0,49.0,41.0,34.0,11.0,14.0,17.0,31.0,24.0
"Stoneridge, Inc.",Consumer Cyclical,Auto - Parts,US,SRI,38.0,46.0,42.0,47.0,45.0,41.0,45.0,45.0,38.0,37.0,40.0,45.0,48.0,44.0,43.0,30.0,28.0
